name,description,rating,source,url,validated,source_count,verification_status,business_status,permanently_closed,google_name,google_address,google_rating,google_rating_count,price_level,open_now,current_hours,place_types,api_source_type,last_verified,google_place_id,verification_error
Sienna Mercato,Highly-rated italian restaurants - 4.3/5.0 stars (3017 reviews),4.3/5.0,Google Places API,https://maps.google.com/maps?place_id=ChIJ94jpoOLzNIgRJYcVFw-XWSU,True,1,VERIFIED,OPERATIONAL,False,Sienna Mercato,"942 Penn Ave, Pittsburgh, PA 15222, USA",4.3,3017,2,True,"['Monday: Closed', 'Tuesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 11:30\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u20093:00\u202fPM']",[],Italian restaurants,2025-08-13T11:53:01.290832,ChIJ94jpoOLzNIgRJYcVFw-XWSU,
Le Mont Restaurant,Highly-rated fine dining restaurants - 4.3/5.0 stars (1880 reviews),4.3/5.0,Google Places API,https://maps.google.com/maps?place_id=ChIJ06OQr6_2NIgRICqUO8vUW2s,True,1,VERIFIED,OPERATIONAL,False,Le Mont Restaurant,"1114 Grandview Ave, Pittsburgh, PA 15211, USA",4.3,1880,4,False,"['Monday: Closed', 'Tuesday: 5:00\u2009–\u20099:00\u202fPM', 'Wednesday: 5:00\u2009–\u20099:00\u202fPM', 'Thursday: 5:00\u2009–\u20099:00\u202fPM', 'Friday: 5:00\u2009–\u200910:00\u202fPM', 'Saturday: 5:00\u2009–\u200910:00\u202fPM', 'Sunday: 4:00\u2009–\u20098:00\u202fPM']",[],Fine dining restaurants,2025-08-13T11:53:02.710590,ChIJ06OQr6_2NIgRICqUO8vUW2s,
LongHorn Steakhouse,Highly-rated steakhouses - 4.4/5.0 stars (2421 reviews),4.4/5.0,Google Places API,https://maps.google.com/maps?place_id=ChIJJ6HT5uBYNIgRid9sPs7GWaQ,True,1,VERIFIED,OPERATIONAL,False,LongHorn Steakhouse,"200 Robinson Centre Dr, Pittsburgh, PA 15205, USA",4.4,2421,2,True,"['Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM']",[],Steakhouses,2025-08-13T11:53:03.874340,ChIJJ6HT5uBYNIgRid9sPs7GWaQ,
Armstrong's,Highly-rated italian restaurants - 4.3/5.0 stars (1121 reviews),4.3/5.0,Google Places API,https://maps.google.com/maps?place_id=ChIJrRZkcspdNIgRKjr0uXFga3U,True,1,VERIFIED,OPERATIONAL,False,Armstrong's,"5301 Grove Rd, Pittsburgh, PA 15236, USA",4.4,1168,2,True,"['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 12:00\u2009–\u20098:00\u202fPM']",[],Italian restaurants,2025-08-13T11:53:04.874331,ChIJtyK7FAT6NIgRUHCizJ6PQIo,
Nate's Chop House,Highly-rated steakhouses - 4.3/5.0 stars (623 reviews),4.3/5.0,Google Places API,https://maps.google.com/maps?place_id=ChIJ5_R25k9VNIgRL7JsmZfR4fs,True,1,VERIFIED,OPERATIONAL,False,Nate's Chop House,"1900 Main St, Canonsburg, PA 15317, USA",4.3,623,2,True,"['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 4:00\u2009–\u20099:00\u202fPM', 'Sunday: Closed']",[],Steakhouses,2025-08-13T11:53:05.874193,ChIJ5_R25k9VNIgRL7JsmZfR4fs,
Dave & Buster's Pittsburgh - Homestead,Highly-rated mid-to-upscale restaurants - 4.2/5.0 stars (5413 reviews),4.2/5.0,Google Places API,https://maps.google.com/maps?place_id=ChIJE2GouT3uNIgRAbT_1kfLxoA,True,1,VERIFIED,OPERATIONAL,False,Dave & Buster's Pittsburgh - Homestead,"180 E Waterfront Dr, Homestead, PA 15120, USA",4.2,5413,2,True,"['Monday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u200912:00\u202fAM']",[],Mid-to-upscale restaurants,2025-08-13T11:53:07.125070,ChIJE2GouT3uNIgRAbT_1kfLxoA,
Grand Concourse,Highly-rated mid-to-upscale restaurants - 4.2/5.0 stars (2955 reviews),4.2/5.0,Google Places API,https://maps.google.com/maps?place_id=ChIJK0Gg3U3xNIgR91MmvokkqIE,True,1,VERIFIED,OPERATIONAL,False,Grand Concourse,"100 W Station Square Dr, Pittsburgh, PA 15219, USA",4.2,2955,3,True,"['Monday: 11:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20098:30\u202fPM']",[],Mid-to-upscale restaurants,2025-08-13T11:53:08.074200,ChIJK0Gg3U3xNIgR91MmvokkqIE,
Olive Garden Italian Restaurant,Highly-rated mid-to-upscale restaurants - 4.2/5.0 stars (2820 reviews),4.2/5.0,Google Places API,https://maps.google.com/maps?place_id=ChIJaXW2-_D2NIgRv_-Cc7QZr4I,True,1,VERIFIED,OPERATIONAL,False,Olive Garden Italian Restaurant,"971 Greentree Rd, Pittsburgh, PA 15220, USA",4.2,2820,2,True,"['Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM']",[],Mid-to-upscale restaurants,2025-08-13T11:53:09.467332,ChIJaXW2-_D2NIgRv_-Cc7QZr4I,
DeNunzio's Italian Trattoria,Highly-rated italian restaurants - 4.2/5.0 stars (1154 reviews),4.2/5.0,Google Places API,https://maps.google.com/maps?place_id=ChIJAQBAUAXqNIgRwzlhgcNQblw,True,1,VERIFIED,OPERATIONAL,False,DeNunzio's Italian Trattoria,"2644 Mosside Blvd, Monroeville, PA 15146, USA",4.2,1154,2,True,"['Monday: 11:00\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20098:30\u202fPM']",[],Italian restaurants,2025-08-13T11:53:10.475317,ChIJAQBAUAXqNIgRwzlhgcNQblw,
Braddock's Rebellion,Highly-rated mid-to-upscale restaurants - 4.2/5.0 stars (345 reviews),4.2/5.0,Google Places API,https://maps.google.com/maps?place_id=ChIJR4nVEVbxNIgRbbtd9j788xU,True,1,VERIFIED,OPERATIONAL,False,Braddock's Rebellion,"107 6th St, Pittsburgh, PA 15222, USA",4.2,345,3,False,"['Monday: 6:30\u2009–\u200911:00\u202fAM', 'Tuesday: 6:30\u2009–\u200911:00\u202fAM', 'Wednesday: 6:30\u2009–\u200911:00\u202fAM, 5:00\u2009–\u20099:00\u202fPM', 'Thursday: 6:30\u2009–\u200911:00\u202fAM, 5:00\u2009–\u20099:00\u202fPM', 'Friday: 6:30\u2009–\u200911:00\u202fAM, 5:00\u2009–\u20099:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200912:30\u202fPM']",[],Mid-to-upscale restaurants,2025-08-13T11:53:11.682536,ChIJR4nVEVbxNIgRbbtd9j788xU,
Lucca Ristorante,Highly-rated italian restaurants - 4.1/5.0 stars (1036 reviews),4.1/5.0,Google Places API,https://maps.google.com/maps?place_id=ChIJhSAtHyTyNIgRDUVWLHZNrmQ,True,1,VERIFIED,OPERATIONAL,False,Lucca Ristorante,"317 S Craig St, Pittsburgh, PA 15213, USA",4.1,1036,2,True,"['Monday: 11:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u20099:00\u202fPM']",[],Italian restaurants,2025-08-13T11:53:12.907608,ChIJhSAtHyTyNIgRDUVWLHZNrmQ,
Gaucho Parrilla Argentina,Authentic Argentine steakhouse and parrilla in the Strip District,,Restaurant Guide,https://restaurantguides.com/pittsburgh,False,1,VERIFIED,OPERATIONAL,False,Gaucho Parrilla Argentina,"146 6th St, Pittsburgh, PA 15222, USA",4.6,4147,2,True,"['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: Closed']",[],,2025-08-13T11:53:13.892454,ChIJHaLGRefzNIgRf_UaVEuRZtE,
B52,"B52 offers a taste of the Mediterranean with the likes of hummus, falafel, and kofta, all meat- and dairy-free. Even the coffee bar uses house-made almond milks to create its hot chocolates and cortados. The kitchen staff is simply masterful with ingredients. Try the cashew cheese toast with preserv",,Thrillist,https://www.thrillist.com/eat/pittsburgh/best-vegetarian-vegan-restaurants-in-pittsburgh-pa,False,1,NOT_FOUND,NOT_FOUND,,,,,,,,,,,2025-08-13T11:53:14.962310,,
Randita’s,"With menu items like hot sausage, chicken salad, and reuben, you’d think, ""this can’t possibly be a vegan joint."" Wrong. Using seitan, tofu, and more plant-based substitutes, Randita’s creates pretty convincing fakes. The real highlight here is the African Peanut Stew, a hearty bowl of slowly cooked",,Thrillist,https://www.thrillist.com/eat/pittsburgh/best-vegetarian-vegan-restaurants-in-pittsburgh-pa,False,1,VERIFIED,CLOSED_PERMANENTLY,True,Randita's Organic Vegan Cafe,"207 Commercial Ave, Pittsburgh, PA 15215, USA",4.8,39,,,[],[],,2025-08-13T11:53:15.825161,ChIJPywT3G7tNIgRvfZpIFQjnQo,
Apteka,"Can pierogies without cheese be the best in Pittsburgh? Yes, thanks to Apteka. The all-vegan Eastern European spot proves that dairy or meat is not required for greatness. The smoked parsnip or the sauerkraut and mushroom pierogi further prove this point (and make a real case that love is real). Don",,Thrillist,https://www.thrillist.com/eat/pittsburgh/best-vegetarian-vegan-restaurants-in-pittsburgh-pa,False,1,VERIFIED,OPERATIONAL,False,APTEKA,"4606 Penn Ave, Pittsburgh, PA 15224, USA",4.7,1683,2,False,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 5:00\u2009–\u200910:00\u202fPM', 'Saturday: 5:00\u2009–\u200910:00\u202fPM', 'Sunday: 5:00\u2009–\u200910:00\u202fPM']",[],,2025-08-13T11:53:16.926371,ChIJ9Q1kJUTyNIgRuvW9f60WFmI,
Eden,"The first place in the ‘Burgh to commit to the idea of raw vegan fare way back in 2011, Eden is a creative meal haven. Vegetables and nuts are used in ways that might have you scratching your head but stuffing your face. Fancy a slice of raw lasagna? How about a raw vegan sorbet? The answer should b",,Thrillist,https://www.thrillist.com/eat/pittsburgh/best-vegetarian-vegan-restaurants-in-pittsburgh-pa,False,1,VERIFIED,OPERATIONAL,False,Over Eden,"177 40th St, Pittsburgh, PA 15201, USA",3.9,373,,False,"['Monday: Closed', 'Tuesday: 5:00\u2009–\u200910:00\u202fPM', 'Wednesday: 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 5:00\u2009–\u200910:00\u202fPM', 'Friday: 5:00\u2009–\u200911:00\u202fPM', 'Saturday: 5:00\u2009–\u200911:00\u202fPM', 'Sunday: Closed']",[],,2025-08-13T11:53:17.936457,ChIJTdlGrlzzNIgRIQf1pxrBMXc,
Franktuary,"We know, we know: hot dogs are usually associated with mystery meat blends and 'pink slime.' Not at Franktuary, where alongside natural-cased dogs, it's serving tofu dogs and other meatless treats. Vegan chili, lentil sloppy Joes, and roasted grain sausage are all on offer so you can indulge in clas",,Thrillist,https://www.thrillist.com/eat/pittsburgh/best-vegetarian-vegan-restaurants-in-pittsburgh-pa,False,1,VERIFIED,CLOSED_PERMANENTLY,True,Franktuary,"325 Oliver Ave, Pittsburgh, PA 15222, USA",4.4,19,1,,[],[],,2025-08-13T11:53:18.948264,ChIJ35LwDlfxNIgRwKQwHc096Fs,
Coffee & Cafe,"Onion Maiden (mobile, hardcore vegan food purveyors) and Lili Cafe of Polish Hill (also worth a visit) formed a magical alliance to serve lunch, breakfast, and early dinners out of Pittsburgh Filmmakers. The location is a touch off the beaten path, but the vegan banh mi with tofu and vegenaise make ",,Thrillist,https://www.thrillist.com/eat/pittsburgh/best-vegetarian-vegan-restaurants-in-pittsburgh-pa,False,1,VERIFIED,OPERATIONAL,False,The Garden Cafe,"1022 Chestnut St, Pittsburgh, PA 15212, USA",4.8,156,1,True,"['Monday: 7:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20094:00\u202fPM']",[],,2025-08-13T11:53:20.132230,ChIJ5z5YBGzzNIgRu-3O-CYgRE8,
Zenith,"Part antique store, part restaurant, The Zenith is the truly most unique place to chow down in Pittsburgh. While primarily vegan, you can get cheese (and eggs at brunch!) if you want to go the lacto (-ovo) route. The weekend brunch is particularly epic with a buffet of noodle salads, greens, and cak",,Thrillist,https://www.thrillist.com/eat/pittsburgh/best-vegetarian-vegan-restaurants-in-pittsburgh-pa,False,1,VERIFIED,OPERATIONAL,False,The Zenith,"86 S 26th St, Pittsburgh, PA 15203, USA",4.6,441,1,False,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 11:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20092:30\u202fPM']",[],,2025-08-13T11:53:21.154246,ChIJ7ZptpnbxNIgRcyXrZDisGg4,
Burro,"This spot boasts a separate vegan and vegetarian menu for all of the taco and burrito lovers. Chile relleno burrito, vegan chorizo, potato tacos, and now seitan tacos... it’s all here, and it is all the shit. Look out for rotating vegan specials -- there's always a new reason to come back.",,Thrillist,https://www.thrillist.com/eat/pittsburgh/best-vegetarian-vegan-restaurants-in-pittsburgh-pa,False,1,VERIFIED,CLOSED_PERMANENTLY,True,El Burro Uno,"1108 Federal St, Pittsburgh, PA 15212, USA",4.2,777,1,,[],[],,2025-08-13T11:53:22.212509,ChIJKcgUmvfzNIgRBLShl8PA9U8,
Brillobox,"Brillobox always features vegetarian fare on its standard menu, but the best time to visit is for Starving Artist Sundays. For all of $7, you get to eat whatever the chef is prepping for dinner. In the past, we've seen the likes of chana masala, oyster mushroom po-boys, and adobo tofu burritos. Who ",,Thrillist,https://www.thrillist.com/eat/pittsburgh/best-vegetarian-vegan-restaurants-in-pittsburgh-pa,False,1,VERIFIED,OPERATIONAL,False,Brillobox,"4104 Penn Ave, Pittsburgh, PA 15224, USA",4.5,656,2,False,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 5:00\u202fPM\u2009–\u200912:00\u202fAM']",[],,2025-08-13T11:53:23.087394,ChIJxxYfM0_yNIgRM00-BqKCn3s,
Lili Cafe,"Laura Zorch/ThrillistLiliput Coffee & CafeOaklandOnion Maiden (mobile, hardcore vegan food purveyors) and Lili Cafe of Polish Hill (also worth a visit) formed a magical alliance to serve lunch, breakfast, and early dinners out of Pittsburgh Filmmakers",,Thrillist,https://www.thrillist.com/eat/pittsburgh/best-vegetarian-vegan-restaurants-in-pittsburgh-pa,False,1,VERIFIED,CLOSED_PERMANENTLY,True,Lili Coffee Shop LLC,"3138 Dobson St, Pittsburgh, PA 15219, USA",4.6,95,,,[],[],,2025-08-13T11:53:24.144254,ChIJc4zWcMvzNIgRqYhLmGphn8E,
PittsburghEatPittsburgh,Best Vegetarian & Vegan Restaurants in Pittsburgh to Eat at Right Now - ThrillistSkip to main contentThrillistSubscribeGo to NavigationNavigationDestinationsAthensBudapestCancunChicagoHong KongLas VegasLisbonLondonLos AngelesMontego BayMunichNew YorkParisTokyoGuidesRoad TripsTravel ItinerariesEvent ,,Thrillist,https://www.thrillist.com/eat/pittsburgh/best-vegetarian-vegan-restaurants-in-pittsburgh-pa,False,1,VERIFIED,UNKNOWN,False,Pittsburgh,"Pittsburgh, PA, USA",,,,,[],[],,2025-08-13T11:53:25.140792,ChIJA4UGSG_xNIgRNBuiWqEV-Y0,
We LoveBy Laura,Best Vegetarian & Vegan Restaurants in Pittsburgh to Eat at Right Now - ThrillistSkip to main contentThrillistSubscribeGo to NavigationNavigationDestinationsAthensBudapestCancunChicagoHong KongLas VegasLisbonLondonLos AngelesMontego BayMunichNew YorkParisTokyoGuidesRoad TripsTravel ItinerariesEvent ,,Thrillist,https://www.thrillist.com/eat/pittsburgh/best-vegetarian-vegan-restaurants-in-pittsburgh-pa,False,1,VERIFIED,OPERATIONAL,False,You Love You LLC,"Pittsburgh, PA 15120, USA",,,,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",[],,2025-08-13T11:53:26.039474,ChIJARtDMCrxNIgROeWHMzhSkpE,
Spak,Laura Zorch/ThrillistSpak BrothersGarfieldThere are hoagies and then there are the seitan melts at Spak,,Thrillist,https://www.thrillist.com/eat/pittsburgh/best-vegetarian-vegan-restaurants-in-pittsburgh-pa,False,1,VERIFIED,OPERATIONAL,False,Spak Brothers,"5107 Penn Ave, Pittsburgh, PA 15224, USA",4.6,1214,1,False,"['Monday: Closed', 'Tuesday: 3:00\u2009–\u20099:00\u202fPM', 'Wednesday: 3:00\u2009–\u20099:00\u202fPM', 'Thursday: 3:00\u2009–\u20099:00\u202fPM', 'Friday: 3:00\u2009–\u20099:00\u202fPM', 'Saturday: 3:00\u2009–\u20099:00\u202fPM', 'Sunday: 3:00\u2009–\u20099:00\u202fPM']",[],,2025-08-13T11:53:26.981781,ChIJ17qAEELyNIgRuOAM6Sm8NMs,
At Palm Palm,"At Palm Palm, a new restaurant in Shadyside, take a vacation with every bite",,Local Media (https://nextpittsburgh.com/),https://nextpittsburgh.com/eatdrink/at-palm-palm-a-new-restaurant-in-shadyside-take-a-vacation-with-every-bite/,False,1,VERIFIED,OPERATIONAL,False,Palm Palm,"5996 Centre Ave, Pittsburgh, PA 15206, USA",4.1,133,,False,"['Monday: 3:30\u2009–\u200910:00\u202fPM', 'Tuesday: 3:30\u2009–\u200910:00\u202fPM', 'Wednesday: 3:30\u2009–\u200910:00\u202fPM', 'Thursday: 3:30\u2009–\u200910:00\u202fPM', 'Friday: 3:30\u2009–\u200911:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20099:00\u202fPM']",[],,2025-08-13T11:53:28.639499,ChIJ9wRKdwDzNIgR61-YrW-nZPI,
Butcher and the Rye,Upscale whiskey bar and restaurant in the Strip District known for house-made charcuterie,,Restaurant Guide,https://restaurantguides.com/pittsburgh,False,1,VERIFIED,CLOSED_PERMANENTLY,True,Butcher and the Rye,"212 6th St, Pittsburgh, PA 15222, USA",4.6,1196,3,,[],[],,2025-08-13T11:53:29.644388,ChIJf-65ZlbxNIgRQGkd09aM0d8,
Spoon,Contemporary American restaurant in East Liberty with seasonal farm-to-table menu,,Restaurant Guide,https://restaurantguides.com/pittsburgh,False,1,VERIFIED,CLOSED_PERMANENTLY,True,Spoon,"134 S Highland Ave, Pittsburgh, PA 15206, USA",4.5,300,3,,[],[],,2025-08-13T11:53:30.548837,ChIJSwSue3PyNIgRhpu4fhxQ5ag,
The Commoner,Contemporary American restaurant in Hotel Monaco downtown,,Restaurant Guide,https://restaurantguides.com/pittsburgh,False,1,VERIFIED,OPERATIONAL,False,The Commoner,"620 William Penn Pl, Pittsburgh, PA 15219, USA",4.4,1948,3,True,"['Monday: 7:00\u2009–\u200910:30\u202fAM, 11:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u2009–\u200910:30\u202fAM, 11:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u2009–\u200910:30\u202fAM, 11:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u2009–\u200910:30\u202fAM, 11:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u2009–\u200910:30\u202fAM, 11:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 8:30\u202fAM\u2009–\u20091:30\u202fPM, 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 8:30\u202fAM\u2009–\u20091:30\u202fPM, 5:00\u2009–\u20099:00\u202fPM']",[],,2025-08-13T11:53:31.489327,ChIJLe2gNljxNIgRyIt5PgU3xtk,
Kaya,Caribbean restaurant in the Strip District with tropical cocktails and island cuisine,,Restaurant Guide,https://restaurantguides.com/pittsburgh,False,1,VERIFIED,OPERATIONAL,False,Kaya,"2000 Smallman St, Pittsburgh, PA 15222, USA",4.5,1876,2,True,"['Monday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM']",[],,2025-08-13T11:53:32.533538,ChIJUWs5GN3zNIgRPZqcckSz0q4,
